RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,Keywords,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings
4003,Old Fashioned Coconut Oatmeal Cookies,1886,HELEN PEAGRAM,PT12M,PT0S,PT12M,1999-11-10T01:13:00Z,Make and share this Old Fashioned Coconut Oatmeal Cookies recipe from Food.com.,Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""Coconut"", ""Fruit"", ""Nuts"", ""< 15 Mins"", ""Oven"")",157.9,8.9,5.6,19.4,86.2,19.3,1.4,12.5,1.9,
4004,Dynamite Oatmeal Chocolate Chip Raisin Cookies,1886,HELEN PEAGRAM,PT8M,PT0S,PT8M,1999-11-10T01:13:00Z,Make and share this Dynamite Oatmeal Chocolate Chip Raisin Cookies recipe from Food.com.,Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""< 15 Mins"", ""Oven"")",202.7,9.2,5.5,23.3,60.9,30.1,1.3,21.5,2.1,
4005,Oatmeal Cookies,1886,HELEN PEAGRAM,PT12M,PT0S,PT12M,1999-11-10T01:13:00Z,"For chocolate chunk oatmeal cookies, omit the raisins and add 2 coarsely chopped imported chocolate pieces or use half raisins, half chocolate chunks.",Dessert,"c(""Cookie & Brownie"", ""Kid Friendly"", ""< 15 Mins"", ""Oven"")",167.4,9.8,4.6,18.6,37.8,19.4,1.1,12.2,2.2,
4007,Chocolate Chip or M &amp; M Oatmeal Cookies,1886,HELEN PEAGRAM,PT10M,PT20M,PT30M,1999-11-10T01:13:00Z,"These are really good, I like to use red and green m and m's to replace the chocolate chips and serve them as christmas cookies.",Dessert,"c(""Cookie & Brownie"", ""< 30 Mins"", ""Oven"")",264.2,13.9,6.6,28.7,201.3,33.9,2.2,20.4,3.9,
4008,Vegetarian Gravy,1534,Tonkcats,,PT0S,PT0S,1999-11-05T10:41:00Z,Make and share this Vegetarian Gravy recipe from Food.com.,Vegetable,"""< 15 Mins""",38.6,0.2,0.0,0.0,2.2,7.6,0.6,0.6,2.0,
4009,Linguine Pescatore,1886,HELEN PEAGRAM,,PT0S,PT0S,1999-11-10T01:13:00Z,Make and share this Linguine Pescatore recipe from Food.com.,Mussels,"c(""Squid"", ""No Shell Fish"", ""European"", ""< 15 Mins"")",1048.9,41.0,16.5,320.6,646.7,101.5,5.2,6.2,52.1,1.0
4010,Thai Noodles With Seafood,1886,HELEN PEAGRAM,PT25M,PT10M,PT35M,1999-11-10T01:13:00Z,"This recipe is very simple,very fast and very good. The fresh rice noodles, thick and white, can be found in the refrigerator cabinet of any  good Asian grocery store. Don't use frozen marinara mix--the recipe  deserves better. Any decent fishmonger will be happy to serve you with  half a dozen prawns, a few scallops, some squid, a small fillet of fish, a  handful of mussels or any other combination that appeals to you.",Mussels,"c(""Squid"", ""No Shell Fish"", ""Thai"", ""Asian"", ""Very Low Carbs"", ""Low Cholesterol"", ""< 60 Mins"")",179.4,9.9,1.3,47.3,1539.5,6.6,0.8,3.1,16.3,
4011,Seafood Locicero,1886,HELEN PEAGRAM,,PT0S,PT0S,1999-11-10T01:13:00Z,Make and share this Seafood Locicero recipe from Food.com.,Mussels,"c(""< 15 Mins"", ""Oven"")",770.6,17.3,7.2,263.0,1659.7,86.2,5.5,49.6,40.5,4.0
4012,Linguini with Seafood - Buon'Appetito,1886,HELEN PEAGRAM,,PT0S,PT0S,1999-11-10T01:13:00Z,Make and share this Linguini with Seafood - Buon'Appetito recipe from Food.com.,Mussels,"c(""European"", ""Healthy"", ""< 15 Mins"")",574.1,10.3,1.6,142.5,985.8,71.6,4.2,5.8,43.2,6.0
4015,Sweet Potato Pie IV,1646,WildlifeDi,,PT0S,PT0S,1999-11-05T10:32:00Z,Make and share this Sweet Potato Pie IV recipe from Food.com.,Dessert,"c(""Potato"", ""Vegetable"", ""Low Protein"", ""Healthy"", ""< 15 Mins"", ""Oven"")",2300.1,70.5,28.4,483.0,2396.3,315.3,8.7,199.5,26.5,
4016,Cherry Crunch,1612,JANIC412,,PT0S,PT0S,1999-11-05T10:19:00Z,Make and share this Cherry Crunch recipe from Food.com.,Dessert,"c(""Fruit"", ""Low Protein"", ""< 15 Mins"", ""Oven"")",323.5,12.3,3.1,24.0,360.0,50.5,1.1,18.0,3.1,
4017,Salmon Loaf,1897,Caren,PT1H,PT10M,PT1H10M,1999-11-05T10:45:00Z,Make and share this Salmon Loaf recipe from Food.com.,Weeknight,"c(""Oven"", ""< 4 Hours"")",446.8,24.6,8.8,190.3,755.4,16.9,0.8,2.0,37.8,
4018,Barley Beef Vegetable Soup,1895,ziggy,,PT0S,PT0S,1999-11-05T10:27:00Z,Make and share this Barley Beef Vegetable Soup recipe from Food.com.,Vegetable,"c(""Meat"", ""< 15 Mins"")",69.1,0.8,0.3,8.1,63.3,11.6,2.5,2.0,4.6,
4019,Spaghetti with Seafood Sauce,1556,Strawberry Girl,,PT0S,PT0S,1999-11-05T10:33:00Z,Make and share this Spaghetti with Seafood Sauce recipe from Food.com.,Spaghetti,"c(""European"", ""< 15 Mins"")",623.5,19.4,5.7,265.2,1151.9,66.5,5.0,10.2,45.5,4.0
4020,Chocolate Coated Spoons,1612,JANIC412,,PT0S,PT0S,1999-11-05T10:36:00Z,Make and share this Chocolate Coated Spoons recipe from Food.com.,Dessert,"c(""Lunch/Snacks"", ""Microwave"", ""< 15 Mins"")",1062.5,54.2,32.3,8.2,6.7,134.7,13.7,108.6,9.1,
4021,Shepherd's Pie VI,1866,Helen Watson1,,PT0S,PT0S,1999-11-05T10:26:00Z,Make and share this Shepherd's Pie VI recipe from Food.com.,Meat,"c(""European"", ""< 15 Mins"", ""Oven"")",559.4,26.6,12.2,125.7,169.2,44.3,5.7,4.8,35.2,4.0
4022,Mussels Fra Diavolo,1612,JANIC412,,PT0S,PT0S,1999-11-05T10:23:00Z,"Here is a pasta with Mussels recipe that we enjoy:  Other seafood may be added-shrimp, crab, lobster, white fish etc:",Mussels,"c(""Low Cholesterol"", ""Healthy"", ""< 15 Mins"")",607.1,11.4,2.0,59.7,1343.4,77.3,4.0,5.0,43.4,
4023,Pasta with Grilled Salmon & Stir-Fried Vegetables,1556,Strawberry Girl,,PT0S,PT0S,1999-11-10T01:13:00Z,Make and share this Pasta with Grilled Salmon & Stir-Fried Vegetables recipe from Food.com.,Vegetable,"c(""Low Cholesterol"", ""Healthy"", ""< 15 Mins"")",1547.9,33.1,5.1,104.6,1055.8,245.9,40.6,35.1,81.6,2.0
4024,French Oriental Salmon Grill,1556,Strawberry Girl,,PT0S,PT0S,1999-11-10T01:13:00Z,French Oriental Salmon Grill    Source: The Vitality Cookbook by Monda Rosenberg and Frances Berkoff,European,"c(""Very Low Carbs"", ""High Protein"", ""High In..."", ""< 15 Mins"", ""Easy"")",254.1,17.0,3.5,55.0,619.2,2.6,0.2,1.9,21.4,4.0
4026,"Tofu ""Turkey"" with Stuffing",1895,ziggy,,PT0S,PT0S,1999-11-05T11:01:00Z,"Make and share this Tofu ""Turkey"" with Stuffing recipe from Food.com.",Soy/Tofu,"c(""Beans"", ""Christmas"", ""Thanksgiving"", ""< 15 Mins"", ""Oven"")",3122.1,236.1,40.2,0.0,9728.6,91.6,33.8,31.1,212.2,1.0
4027,Italian Fettuccine,1531,Mimi Hiller,,PT10M,PT10M,1999-11-05T11:14:00Z,Make and share this Italian Fettuccine recipe from Food.com.,European,"""< 15 Mins""",680.4,30.5,17.4,164.1,318.2,82.1,4.0,2.4,20.0,4.0
4028,Apple Juice Roast,1533,Dancer,,PT0S,PT0S,1999-11-05T10:48:00Z,Make and share this Apple Juice Roast recipe from Food.com.,Roast Beef,"c(""Apple"", ""Fruit"", ""Meat"", ""Roast"", ""< 15 Mins"", ""Oven"")",549.7,22.3,10.7,209.8,735.4,22.8,2.7,8.8,65.5,6.0
4029,Herb Blend for Boursin Cream Cheese,1796,Frank Butcher,,PT5M,PT5M,1999-11-05T11:00:00Z,Make and share this Herb Blend for Boursin Cream Cheese recipe from Food.com.,Cheese,"c(""< 15 Mins"", ""Easy"")",43.2,1.0,0.1,0.0,3.3,7.5,1.3,2.7,1.8,
4032,Cream of Tomato & Pumpkin Soup,1533,Dancer,,PT0S,PT0S,1999-11-05T10:56:00Z,Make and share this Cream of Tomato & Pumpkin Soup recipe from Food.com.,Vegetable,"c(""Vegan"", ""< 15 Mins"")",147.8,2.8,0.4,0.0,476.6,31.4,3.3,18.6,3.5,
4033,Tuna and Corn Fish Cakes,1533,Dancer,,PT0S,PT0S,1999-11-05T10:53:00Z,Make and share this Tuna and Corn Fish Cakes recipe from Food.com.,Tuna,"c(""Corn"", ""Vegetable"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"")",176.0,4.6,0.9,8.9,300.2,16.5,1.6,1.2,16.7,4.0
4034,Blue Cheese and Portabella Mushroom Ragout,1533,Dancer,PT30M,PT0S,PT30M,1999-11-05T11:17:00Z,Make and share this Blue Cheese and Portabella Mushroom Ragout recipe from Food.com.,Cheese,"c(""Vegetable"", ""< 30 Mins"", ""< 15 Mins"")",429.6,33.2,21.4,86.0,1831.9,9.9,0.8,1.4,24.2,
4035,Mocha Cocoa Mix,1646,WildlifeDi,,PT30M,PT30M,1999-11-05T11:18:00Z,Make and share this Mocha Cocoa Mix recipe from Food.com.,Beverages,"c(""Kid Friendly"", ""Winter"", ""< 30 Mins"")",1910.0,80.9,47.3,278.2,630.2,249.7,8.0,150.2,53.0,1.0
4036,Prune Puree,1572,Ed Paulhus,,PT0S,PT0S,1999-11-05T11:25:00Z,Make and share this Prune Puree recipe from Food.com.,Fruit,"c(""Low Protein"", ""Vegan"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy"")",136.1,0.2,0.1,0.0,5.9,36.2,4.0,21.6,1.2,
4037,Nut-Crusted Loin Chops,1543,Doreen Randal,,PT0S,PT0S,1999-11-05T11:22:00Z,Make and share this Nut-Crusted Loin Chops recipe from Food.com.,Lamb/Sheep,"c(""Meat"", ""High Protein"", ""High In..."", ""< 15 Mins"", ""Oven"")",881.2,69.8,25.2,187.1,379.8,23.2,3.7,1.9,40.6,4.0
4038,Easy Pumpkin Bread Pudding,1898,Janet4,PT50M,PT20M,PT1H10M,1999-11-05T11:22:00Z,"This can be calorie reduced by using the diet bread,  skim milk and skim Pet milk. You can use just egg whites and you can substitute  Sweet 'n Low for the sugar.",Dessert,"c(""Healthy"", ""Oven"", ""< 4 Hours"", ""Easy"")",613.6,17.0,8.3,250.7,541.1,97.1,2.2,52.5,20.8,
4040,Spaghetti Squash Salad,1534,Tonkcats,,PT0S,PT0S,1999-11-10T01:13:00Z,Make and share this Spaghetti Squash Salad recipe from Food.com.,European,"""< 15 Mins""",24.5,0.3,0.1,0.0,10.4,5.3,0.9,1.3,1.1,8.0
4042,"Spaghetti Squash, Tomato, Mushroom &amp; Cheese Casserole",1534,Tonkcats,PT1H20M,PT10M,PT1H30M,1999-11-10T01:13:00Z,"Make and share this Spaghetti Squash, Tomato, Mushroom &amp; Cheese Casserole recipe from Food.com.",Vegetable,"c(""European"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",312.2,10.9,5.7,30.0,608.2,35.8,3.2,6.4,19.7,
4044,Ambrosia Oatmeal Chocolate Chip Cookies,1886,HELEN PEAGRAM,PT10M,PT0S,PT10M,1999-11-10T01:13:00Z,Make and share this Ambrosia Oatmeal Chocolate Chip Cookies recipe from Food.com.,Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""< 15 Mins"", ""Oven"")",171.4,8.6,5.1,23.9,104.6,23.3,1.2,13.9,2.1,
4045,Clementine's Oatmeal Chocolate Chip Cookies,1886,HELEN PEAGRAM,PT9M,PT0S,PT9M,1999-11-10T01:13:00Z,Make and share this Clementine's Oatmeal Chocolate Chip Cookies recipe from Food.com.,Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""< 15 Mins"", ""Oven"")",96.1,5.8,1.6,2.5,71.0,10.9,0.8,6.1,1.2,
4047,Mrs. Field's Oatmeal Cookies,1886,HELEN PEAGRAM,PT12M,PT10M,PT22M,1999-11-10T01:13:00Z,Make and share this Mrs. Field's Oatmeal Cookies recipe from Food.com.,Dessert,"c(""Cookie & Brownie"", ""< 30 Mins"", ""For Large Groups"", ""Oven"")",143.4,6.7,3.9,19.0,91.0,20.4,1.0,12.9,1.9,24.0
4048,Sweet Potato Pie V,1534,Tonkcats,,PT0S,PT0S,1999-11-10T01:13:00Z,Make and share this Sweet Potato Pie V recipe from Food.com.,Dessert,"c(""Potato"", ""Vegetable"", ""< 15 Mins"", ""Oven"")",238.7,8.4,3.1,39.6,145.4,38.2,1.4,18.2,3.8,
4049,Sweet Potato Pie VI,1534,Tonkcats,,PT0S,PT0S,1999-11-10T01:13:00Z,Make and share this Sweet Potato Pie VI recipe from Food.com.,Dessert,"c(""Potato"", ""Vegetable"", ""< 15 Mins"", ""Oven"", ""Easy"")",309.7,15.2,5.4,59.0,423.2,38.3,2.0,17.8,5.4,
4050,Canadian Living's Best Chocolate Chip Cookies,1556,Strawberry Girl,PT8M,PT0S,PT8M,1999-11-10T01:13:00Z,These truly are the best chocolate chip cookies that I've ever made. The  chilling instructions before baking and the standing afterwards are very  important steps. The texture turns out perfect.,Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""Apple"", ""Fruit"", ""Canadian"", ""< 15 Mins"", ""Oven"")",112.0,6.2,2.9,12.3,69.0,14.3,0.5,9.8,1.1,
4051,Mike's Grand Marnier Chocolate Chip Cookies,1556,Strawberry Girl,PT10M,PT0S,PT10M,1999-11-10T01:13:00Z,"Memories of university.... The temperature seems a little low, though I got the recipe directly from Mike. It's been a number of years since I've made them. You might have to up the temperature.",Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""< 15 Mins"", ""Oven"")",156.1,8.3,2.8,10.3,100.6,20.1,1.0,12.4,1.8,
4052,Low-Fat Cherry Cheesecake Pudding Pie,1533,Dancer,,PT5M,PT5M,1999-11-03T12:44:00Z,Make and share this Low-Fat Cherry Cheesecake Pudding Pie recipe from Food.com.,Pie,"c(""Dessert"", ""< 15 Mins"", ""Easy"")",98.2,0.1,0.1,0.6,31.5,22.6,0.5,0.0,1.5,8.0
4053,Pesto Beef Sandwich-in-the-Round,1533,Dancer,,PT0S,PT0S,1999-11-06T11:59:00Z,Make and share this Pesto Beef Sandwich-in-the-Round recipe from Food.com.,Lunch/Snacks,"c(""Meat"", ""< 15 Mins"")",690.1,13.5,4.4,61.1,2634.6,102.3,4.7,5.6,39.4,
4054,Chocolate Chip-Studded Mini Meringues,1899,Hilary Gwilt,,PT0S,PT0S,1999-11-06T11:56:00Z,Make and share this Chocolate Chip-Studded Mini Meringues recipe from Food.com.,Dessert,"c(""Healthy"", ""< 15 Mins"", ""Oven"")",79.6,2.1,1.3,0.0,16.4,15.4,0.4,14.7,0.9,
4055,Polenta with Wild Mushroom Sauce,1533,Dancer,,PT0S,PT0S,1999-11-06T11:50:00Z,Make and share this Polenta with Wild Mushroom Sauce recipe from Food.com.,< 15 Mins,,232.8,6.0,1.3,3.3,532.9,37.0,3.7,3.7,5.4,4.0
4056,Inca Salad,1533,Dancer,,PT8M,PT8M,1999-11-06T12:02:00Z,Make and share this Inca Salad recipe from Food.com.,Grains,"c(""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy"")",537.1,6.3,0.8,0.0,283.1,99.0,14.2,2.1,24.5,
4057,Cucumbers in Cream Sauce,1533,Dancer,,PT0S,PT0S,1999-11-06T12:01:00Z,Make and share this Cucumbers in Cream Sauce recipe from Food.com.,Low Protein,"c(""Low Cholesterol"", ""< 15 Mins"")",641.2,45.5,27.9,163.0,5306.7,57.5,8.0,24.9,11.5,
4058,Honey Dijon Mustard Dressing,1533,Dancer,,PT5M,PT5M,1999-11-06T12:05:00Z,Make and share this Honey Dijon Mustard Dressing recipe from Food.com.,Low Cholesterol,"c(""Healthy"", ""< 15 Mins"")",241.1,1.2,0.3,4.9,418.2,43.0,0.7,41.9,15.0,
4059,Low-Fat Pumpkin Pie,1900,Dan3743,PT55M,PT15M,PT1H10M,1999-11-06T11:58:00Z,"Thanksgiving is coming up, and we all know what that means!  Food!   Hey, we all love pumpkin pie, right?  Why not make it low-fat?  What?   You didn't think that it could be done?  Well feast your eyes (and mouth) on this!",Pie,"c(""Dessert"", ""Low Cholesterol"", ""Healthy"", ""Thanksgiving"", ""Oven"", ""< 4 Hours"", ""Easy"")",247.9,7.8,2.0,1.9,303.7,38.2,2.3,25.2,7.0,8.0
4060,Nutty Topper,1543,Doreen Randal,,PT0S,PT0S,1999-11-04T09:11:00Z,"This topping has quite a few uses. Srinkle over cooked cauliflower, broccoli or potatoes. As a coating for racks of lamb, or sprinkle through meat and vegetables stir-fry.",High In...,"""< 15 Mins""",1055.5,97.8,9.2,0.0,1445.2,32.1,17.4,5.3,29.8,
4061,Polynesian Glazed Salmon,1531,Mimi Hiller,,PT0S,PT0S,1999-11-06T12:08:00Z,"Here's a favorite recipe. This was published in the LA Times and I tried it right away. Yes, the recipe looked good, but the taste....wow! My daughter, who doesn't like salmon, not only loved this, but she begged me to make it again.",Healthy,"c(""Broil/Grill"", ""< 15 Mins"", ""Oven"")",567.3,14.1,2.6,146.3,693.3,41.8,0.2,36.0,65.6,4.0
4062,Coq Au Vin,1533,Dancer,,PT0S,PT0S,1999-11-06T12:14:00Z,Make and share this Coq Au Vin recipe from Food.com.,Poultry,"c(""Meat"", ""European"", ""< 15 Mins"")",589.2,27.6,6.7,138.6,145.2,29.8,4.0,10.4,34.8,4.0
4063,Mushroom Parmesan,1533,Dancer,,PT0S,PT0S,1999-11-06T12:13:00Z,Make and share this Mushroom Parmesan recipe from Food.com.,Vegetable,"c(""European"", ""< 15 Mins"", ""Oven"")",269.1,23.4,3.7,2.6,131.0,11.4,1.5,2.5,5.5,5.0
4064,Fried Rice,1533,Dancer,,PT0S,PT0S,1999-11-06T12:10:00Z,Make and share this Fried Rice recipe from Food.com.,Rice,"c(""Vegan"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"")",466.5,10.9,1.6,0.0,758.8,81.5,2.4,1.8,9.2,4.0
4065,Oatmeal Chocolate Chip Cookies II,1612,JANIC412,PT15M,PT0S,PT15M,1999-11-06T12:16:00Z,Make and share this Oatmeal Chocolate Chip Cookies II recipe from Food.com.,Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""Kid Friendly"", ""< 15 Mins"", ""Oven"")",209.9,9.9,5.2,28.7,91.6,29.2,1.3,17.5,2.7,
4066,Tagliolini with Butter and White Truffles,1556,Strawberry Girl,PT15M,PT0S,PT15M,1999-11-06T12:18:00Z,Make and share this Tagliolini with Butter and White Truffles recipe from Food.com.,European,"c(""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""< 15 Mins"", ""Easy"")",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4067,Banana Creamed Fruit,1533,Dancer,,PT0S,PT0S,1999-11-06T12:16:00Z,Make and share this Banana Creamed Fruit recipe from Food.com.,Fruit,"c(""< 15 Mins"", ""Easy"")",58.2,0.1,0.0,0.0,14.1,13.9,0.9,10.1,1.3,4.0
4068,Meatballs,1901,Debra Timberlake,PT4H,PT10M,PT4H10M,1999-11-03T11:14:00Z,Make and share this Meatballs recipe from Food.com.,Meat,"""Easy""",657.3,22.8,8.8,120.6,1380.5,71.8,1.8,48.3,42.0,4.0
4069,Pasta Sauce with Mussels,1534,Tonkcats,,PT0S,PT0S,1999-11-02T22:17:00Z,Make and share this Pasta Sauce with Mussels recipe from Food.com.,Mussels,"""< 15 Mins""",1541.2,65.2,15.6,70.0,3600.3,183.8,39.2,116.8,55.9,1.0
4070,"Fettuccine with Mussels, Leeks and Tomatoes",1743,Robin Cowdrey,,PT0S,PT0S,1999-11-10T01:13:00Z,"Make and share this Fettuccine with Mussels, Leeks and Tomatoes recipe from Food.com.",Mussels,"c(""Healthy"", ""< 15 Mins"")",753.0,18.7,3.5,167.3,1018.3,87.0,5.7,6.9,55.1,4.0
4074,Light Shrimp Spread,1535,Marg CaymanDesigns,,PT0S,PT0S,1999-11-06T12:33:00Z,Make and share this Light Shrimp Spread recipe from Food.com.,Spreads,"""< 15 Mins""",183.3,9.9,4.7,145.0,266.3,3.6,0.3,0.7,19.1,
4075,Chocolate Mint Candy (Fudge),1535,Marg CaymanDesigns,,PT30M,PT30M,1999-11-06T12:35:00Z,"I love this recipe because it is so easy to make and yet it always gets 'oohs' when people see the candies and 'aahs' when they taste them!

I've gotten several z-mails asking about the candy coating. They are wafers that you melt to then dip candies into to coat them. They are usually sold in the candy section of craft or baking stores. I've seen them in the candy making section of Wal-Mart also. If you look at the ingredients photo on Recipe #104941, you'll see a photo of them. They are a different 'stiffness' than white chocolate chips but some reviews have successfully used those when they can't find the candy coating. Hope that helps!",Candy,"c(""Dessert"", ""Christmas"", ""< 30 Mins"", ""For Large Groups"")",60.2,3.0,1.8,2.7,10.9,8.3,0.3,7.8,0.9,64.0
4076,Coconut Drops,1535,Marg CaymanDesigns,,PT0S,PT0S,1999-11-06T12:39:00Z,Make and share this Coconut Drops recipe from Food.com.,Candy,"c(""Dessert"", ""Coconut"", ""Fruit"", ""Nuts"", ""Kid Friendly"", ""< 15 Mins"", ""Easy"")",5018.1,398.9,313.5,62.3,547.4,357.5,64.7,292.1,53.4,1.0
4077,Apple Nut Muffins,1535,Marg CaymanDesigns,,PT0S,PT0S,1999-11-06T12:30:00Z,Make and share this Apple Nut Muffins recipe from Food.com.,Quick Breads,"c(""Breads"", ""Apple"", ""Fruit"", ""< 15 Mins"", ""Oven"")",496.1,23.9,12.8,97.6,549.1,64.9,2.1,34.6,7.2,12.0
4078,Blueberry Overnight French Toast,1535,Marg CaymanDesigns,PT1H,PT30M,PT1H30M,1999-11-06T12:31:00Z,Submitted in response to a request. I believe it was originally from a TOH magazine under &quot;light fare&quot;.,Breakfast,"c(""Berries"", ""Fruit"", ""European"", ""Oven"", ""< 4 Hours"")",535.5,21.6,10.0,322.3,527.4,66.0,1.8,40.3,20.2,8.0
4079,Soft Spice Bars,1535,Marg CaymanDesigns,PT12M,PT15M,PT27M,1999-11-06T12:28:00Z,Make and share this Soft Spice Bars recipe from Food.com.,Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""< 30 Mins"", ""Oven"")",111.0,4.9,3.0,18.4,166.9,16.1,0.3,9.1,1.1,
4080,Pudding Fudge,193853,MirandaLee,,PT0S,PT0S,1999-11-06T12:37:00Z,Make and share this Pudding Fudge recipe from Food.com.,Candy,"c(""Dessert"", ""< 15 Mins"", ""Easy"")",36.2,1.7,0.3,1.1,9.3,5.2,0.2,4.1,0.3,
4081,The Whole Shredded Beef Enchiladas,1534,Tonkcats,PT20M,PT2H30M,PT2H50M,1999-11-06T12:40:00Z,Make and share this The Whole Shredded Beef Enchiladas recipe from Food.com.,Mexican,"c(""< 30 Mins"", ""< 15 Mins"", ""Oven"", ""< 4 Hours"")",3751.0,276.4,116.1,901.5,6304.2,58.0,7.7,36.9,246.8,
4083,Ice Box Fruitcake,1534,Tonkcats,,PT0S,PT0S,1999-11-06T12:43:00Z,Make and share this Ice Box Fruitcake recipe from Food.com.,Dessert,"c(""Fruit"", ""Christmas"", ""< 15 Mins"", ""For Large Groups"", ""Refrigerator"", ""Easy"")",217.0,16.3,4.6,15.2,91.6,18.1,1.8,10.6,2.1,16.0
4084,Best Chocolate Cake,1534,Tonkcats,,PT0S,PT0S,1999-11-06T12:45:00Z,Make and share this Best Chocolate Cake recipe from Food.com.,Dessert,"c(""Low Protein"", ""< 15 Mins"", ""Oven"")",546.8,24.0,11.5,68.7,245.1,81.8,1.6,62.9,4.5,12.0
4085,Low-Fat Carnitas,1533,Dancer,,PT0S,PT0S,1999-11-06T12:46:00Z,Make and share this Low-Fat Carnitas recipe from Food.com.,Pork,"c(""Meat"", ""Mexican"", ""Very Low Carbs"", ""< 15 Mins"")",351.6,22.1,7.6,90.7,439.6,3.2,0.5,1.7,33.1,12.0
4087,Fudge Drops,1866,Helen Watson1,,PT0S,PT0S,1999-11-06T12:51:00Z,Make and share this Fudge Drops recipe from Food.com.,Dessert,"c(""Cookie & Brownie"", ""< 15 Mins"")",107.7,3.1,0.7,1.5,44.9,19.3,0.9,15.2,2.0,
4088,Shelly's Garlic Cheese Dip,1757,Meho98,,PT5M,PT5M,1999-11-06T12:53:00Z,Make and share this Shelly's Garlic Cheese Dip recipe from Food.com.,Cheese,"c(""High In..."", ""< 15 Mins"")",1584.1,124.3,69.9,409.2,3468.2,56.0,1.4,26.0,66.5,1.0
4089,Spaghetti Sauce,1826,Tina Dotzler,PT50M,PT10M,PT1H,1999-11-06T12:55:00Z,Make and share this Spaghetti Sauce recipe from Food.com.,Sauces,"c(""European"", ""< 60 Mins"")",153.6,8.8,3.4,38.6,208.6,7.2,1.9,4.3,12.1,8.0
4090,Christmas Tree Biscuits,1866,Helen Watson1,,PT0S,PT0S,1999-11-06T12:57:00Z,Make and share this Christmas Tree Biscuits recipe from Food.com.,Dessert,"c(""Cookie & Brownie"", ""Christmas"", ""< 15 Mins"", ""Oven"")",122.1,4.5,2.7,24.8,72.8,18.6,0.4,7.3,2.0,
4091,Fruity Cake,1866,Helen Watson1,,PT0S,PT0S,1999-11-06T12:59:00Z,Make and share this Fruity Cake recipe from Food.com.,Dessert,"c(""Fruit"", ""< 15 Mins"", ""Oven"", ""Easy"")",462.5,15.5,9.5,40.5,116.0,76.1,3.1,22.6,6.6,10.0
4092,Chocolate Chip Cookies,1866,Helen Watson1,PT10M,PT0S,PT10M,1999-11-06T13:04:00Z,Make and share this Chocolate Chip Cookies recipe from Food.com.,Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""Kid Friendly"", ""< 15 Mins"", ""Oven"")",162.0,8.5,5.1,25.4,110.5,21.3,0.8,13.0,1.8,
4093,Baked Salmon with Cucumber Sauce,1866,Helen Watson1,,PT0S,PT0S,1999-11-06T13:00:00Z,Make and share this Baked Salmon with Cucumber Sauce recipe from Food.com.,< 15 Mins,"""Oven""",402.0,23.6,6.7,113.6,124.5,4.6,0.4,1.7,35.9,4.0
4094,Almond Crab Spread,1535,Marg CaymanDesigns,PT15M,PT15M,PT30M,1999-11-05T14:54:00Z,Make and share this Almond Crab Spread recipe from Food.com.,Spreads,"c(""Crab"", ""High In..."", ""< 30 Mins"", ""Oven"")",997.7,82.8,45.4,251.8,1301.4,14.2,3.0,2.7,52.4,
4095,Chocolate Chip Pecan Pie,1535,Marg CaymanDesigns,PT55M,PT10M,PT1H5M,1999-11-06T13:07:00Z,"For when you can't decide if you want pecan or chocolate pie. :)
Please note: you need to TEST to see if the pie is set before removing it from the oven. I use a knife. If it comes out clean, it is set. This can take longer than the 50-55 minutes mentioned. I have found it is best to cover the pie crust with foil strips for the first 30 minutes or so to keep it from getting too brown while the filling cooks.",Pie,"c(""Dessert"", ""Fruit"", ""Nuts"", ""Oven"", ""< 4 Hours"", ""Easy"")",627.3,35.2,12.8,123.5,294.6,78.0,2.8,42.8,6.5,
4096,Russian Cabbage Rolls (Golubtsi),1534,Tonkcats,,PT0S,PT0S,1999-11-06T01:08:00Z,Make and share this Russian Cabbage Rolls (Golubtsi) recipe from Food.com.,Russian,"c(""European"", ""< 15 Mins"", ""Oven"")",404.5,18.6,6.8,84.3,1019.4,32.2,6.9,9.9,28.7,6.0
